TITLE,LIKES,SHARES
[Post Focus] Cheers! Cambodia Premium Draft Beer offering smooth new taste experience,17,0
"Prime Minister Hun Sen will divide state land in Kampong Thom province and award titles to more than 9,000 families who currently dwell on it during the Khmer New Year celebrations.",5,0
[Advertorial] Prince Bank invests additional $35 million in Techo International Airport Guaranteed Bond,8,1
"The General Department of Immigration (GDI) deported 3,594 people of 43 nationalities in 2021 for committing crimes, according to a new report.",9,2
Sar Kheng to cops: Keep foreigners safe,8,0
"National Police Chief Neth Savoeun has ordered all police forces to tighten up security this year, as Cambodia is scheduled to hold many important events including the ASEAN summit and the commune council elections, as well as annual events such as next week’s Khmer New Year.",3,0
"The occupancy rate of office space in the capital dipped by 1.2 percentage points to 66.9 per cent in the first quarter of 2022, compared to the fourth quarter of last year, as three new projects were launched and Covid-19 uncertainty persisted",3,1
"The taxation department in February-March collected 3.89 billion riel ($954,000) in road taxes from 8,529 vehicle owners who failed to pay their levies by the November 30 deadline, 8,138 of whom were slapped with fines",8,0
China reports highest Covid case tally since pandemic start,6,0
"Although the health sector has made significant improvements to socio-economic development, poverty and mortality rates in Cambodia, the government will continue its strategic health plan to strengthen the quality of health services in future.",16,0
Both the Cambodia Men’s and Women’s national U23 football teams have found themselves in difficult groups for the 31st Southeast Asian Games (SEA Games) football tournament.,6,0
"Cambodia Rural Students Trust (CRST) – run by an Australian family, with the support of the Ministry of Environment – will train 40,000 students at schools in Siem Reap province for four months beginning August to adopt a plastic-free culture.",21,2
The annual National Reading Day is a significant event for every Cambodian as it provides updates on the competency levels of Cambodians and the role the government has played in promoting reading culture and literacy among the people.,27,2
The Phnom Penh Municipal Court of Appeal on April 6 heard the case of one of the 16 men who were each sentenced to 13 years in prison for the murder of a man accused of practising sorcery.,4,0
[Advertorial] Price of gold holds firm despite volatility,5,0
The Cambodian Permanent Mission to the UN Office at Geneva highlighted the Kingdom’s progress in human rights in the 33 statements it delivered during the 49th session of the Human Rights Council (HRC) which concluded on April 1.,14,3
"The Ministry of Labour and Vocational Training has named 37 legitimate private agencies that have the authority to recruit, train, and send Cambodian workers to work in Qatar, in order to protect the public falling victim to scammers.",1,0
"Cambodia Angkor Air, the national flag carrier airline, on April 5 launched a direct flight from the east-central Chinese city of Zhengzhou to Phnom Penh, according to a senior aviation official.",40,3
[Advertorial] Wing Bank and KESS Innovation ink MoU to offer One Window Service Office digital payment options,3,0
Pen Panha – chairman of the Cambodian National Assembly’s Commission on Legislation and Justice and head of the Cambodian Parliamentary Group for the Association of the Parliaments of Francophone countries (APF) – requested that all government institutions and media organisations combat fake news and disinformation.,4,1
"Cambodia exported 103,626.84 tonnes of fresh bananas in the first quarter of this year, down by 13.46 per cent compared to the corresponding period of 2021, the Ministry of Agriculture, Forestry and Fisheries reported.",10,0
Authorities in Banteay Meanchey province and their Thai counterparts from Sa Kaeo province are discussing the possibility of reopening the Poipet International Border Checkpoint to allow people to travel during the upcoming Khmer New Year holiday.,34,4
"Prime Minister Hun Sen has highlighted the importance of the One Village, One Product (OVOP) Movement in raising awareness of locally made products, as he encouraged Cambodians to use and promote such goods so as to contribute to the enrichment of Cambodian society.",7,0
"People can get vaccinated during the Khmer New Year festival between April 13 to 17 as capital and provincial administrations will set up vaccination sites in main recreation areas and pagoda compounds, said Ministry of Health spokesperson Or Vandine.",3,0
"The Ministry of Social Affairs, Veterans and Youth Rehabilitation on April 4 launched a strategic plan to enhance the national and sub-national social services workforce for the next nine years.",5,1
The Ministry of Public Works and Transport has begun the rollout of 300 handheld devices that will enable traffic police officers to instantly issue fines and add demerit points to driver’s licences.,54,5
"As the deadline approaches, the Cambodian Mine Action and Victim Assistance Authority (CMAA) continued to call for partner countries to join hands with the Cambodian government to ensure it meets its goal of a mine-free Cambodia by 2025.",3,0
"Metaverse: Utopian tech bro fantasy is rife with misogyny, sexual harassment",1,0
"Global outrage at accusations of Russian war crimes in Ukraine mounted on Sunday with the discovery of mass graves and corpses in streets near Kyiv, as President Volodymyr Zelensky directly blamed leaders in Moscow for the “torture” and “killings” of civilians.",2,0
"It may seem strange after a pandemic that has killed millions and turned the world upside down, but viruses could save just as many lives.",2,0
Hundreds of protesters in tightly controlled Singapore staged a rare demonstration against the death penalty on Sunday as fears grow the city-state is set to carry out a wave of hangings.,9,1
"Thailand has recorded its first case of Omicron XE, Public Health Commission vice-chairman Chalermchai Boonyaleephan said on Saturday. The case was recorded by the Centre for Medical Genomics, Ramathibodi Hospital.",1,0
"Just a decade ago, Nou Sreypov was just one of the close to one million Cambodian women who toil away for long hours at a garment factory.",33,1
"In the first quarter of 2022, market inspections by the General Directorate of Consumer Protection, Competition and Fraud Repression (CCF) resulted in the write-up of 359 offences by CCF inspectors with fines levied as penalties in response.",8,2
"The Sansom Mlup Prey Organisation (SMP) announced it is recruiting farmers to join its IBIS Rice programme. Members will carry out organic rice cultivation and wildlife rescue in four provinces – Stung Treng, Ratanakkiri, Mondulkiri and Preah Vihear.",6,1
"The head of Cambodia’s apex trade body on April 1 asked Australia to provide technical assistance in agriculture and encourage additional investment in the Kingdom, with an eye to strengthening business, investment and economic relations between the two countries.",8,0
"Fauna & Flora International (FFI) said that 25 Siamese crocodiles (Crocodylus siamensis) were released into the wild, with each of the reptiles fitted with an acoustic transmitter – the first time the species has been tracked in this way.",16,12
"The National Election Committee (NEC) has removed 86 Candlelight Party candidates from the lists prepared for the upcoming commune council elections. The party has expressed its regret at the decision, claiming it was ‘unfair’.",1,0
"Senior Minister Kun Kim, secretary-general of the Cambodia Veteran Association (CVA), has instructed the Pursat provincial Department of Veterans to expedite the issuance of equity cards to veterans so they can receive benefits from the government.",1,0
"One new death, 30 Omicron community cases in Cambodia",7,0
Prime Minister Hun Sen has urged the transport ministry to find ways to upgrade the existing railway to a high-speed system in order to improve logistics infrastructure and facilitate Cambodia’s rapid socio-economic expansion.,31,0
"Illegal fishing activity in the area around the Tonle Sap Lake have decreased in recent weeks following a crackdown by local authorities who are continuing to patrol and prevent offences in an effort to improve fish stocks,",8,1
Hun Sen reassured the organisations’ members after some of them expressed concern at a recent request by a company to dig a pond at a site close to the Angkor Wat.,5,1
"US arms manufacturers are not cashing in directly from the thousands of missiles, drones and other weapons being sent to Ukraine, but they do stand to profit big-time over the long run by supplying countries eager to boost their defences against Russia.",5,0
ASPIRE programme produces increased crop production for innovative farmers,34,5
Covid-19 patients in Thailand who face the risk of developing severe symptoms are entitled to free treatment at any hospital under the Universal Coverage for Emergency Patents Plus (UCEP Plus) scheme,5,0
"Sri Lanka declared a 36-hour nationwide curfew Saturday and deployed troops backed with sweeping new powers under a state of emergency to quell protests against President Gotabaya Rajapaksa, his relatives and even his most trusted shaman.",1,0
"The General Department of Vietnam Customs will participate in Operation Mekong Dragon IV, a joint regional operation against drug and wildlife trafficking, from April 15 to September 15 this year, the department has announced.",10,0
"Minister of Agriculture, Forestry and Fisheries Veng Sakhon announced that the ASPIRE programme launched seven years ago to promote climate-resilient agricultural techniques has supported nearly 150,000 families.",7,0
"In the first three months of the year, strong winds and thunderstorms killed at least four people and damaged nearly 700 structures, including schools and some public administration buildings",12,1
"A woman is suspected of committing suicide by setting her own house on fire on the morning of April 1 in Chong Rok commune of Kampong Speu province’s Kong Pisey district, local police said.",0,0
"Prime Minister Hun Sen has declared Siem Reap a “rising star” in the north of Cambodia, drawing parallels with Preah Sihanouk’s dominance in the southwest, as he lauded the province’s impressive strides made in socioeconomic and infrastructural development that have been crested by its new international airport.",14,2
"Prime Minister Hun Sen has warned critics to refrain from viewing the new airport in Siem Reap province as part of China’s strategic capacity strengthening, as he reiterated Cambodia’s constitutional clause that prohibits the presence of foreign military on the Kingdom’s territory.",11,2
Battambang provincial criminal police are preparing to send a woman to court one day after arresting her for throwing her 38-day-old daughter into a canal in Prey Kon Sek village of Battambang town’s O’Char commune.,20,0
"Even as tourists are trickling in amid peace talks between Russia and Ukraine, the ongoing war and ensuing energy bills risk derailing the Kingdom’s recovery plans",22,5
Philanthropist and watch aficionado Chen Zhi instilled confidence in all future Cambodian watchmakers with his recent visit to their class by bringing them exciting news.,6,3
Wat Phnom event on the cards for Khmer New Year,32,2
Cambodia ‘successfully’ hosts ASEAN human rights commission’s 34th meeting,13,2
"The National Election Committee (NEC) announced that as of March 30, all but 30 of Cambodia’s 1,652 communes had finished drawing lots to determine the order in which the names of the candidates shall appear on the ballots for the June 5 Commune Council Elections.",9,1
"Australia has committed to provide Cambodia with another 33 ultra-low temperature (ULT) freezers to store Covid-19 vaccines, as well as cooperative support in the agricultural sector.",11,3
The Cambodian army and the land-based service branch of the Communist Party of China’s (CPC) armed wing have struck a deal aimed at strengthening cooperation and forging long-lasting relations based on the foundations of equality and mutual interests.,17,0
"The Mekong River Commission (MRC) on March 31 unveiled the first water-level monitoring station near the top of the Lower Mekong River Basin, in Long district of Laos’ Luang Namtha province.",13,3
"The General Department of Taxation (GDT) on March 30 set a new record for single-day revenue collection of $236 million, Prime Minister Hun Sen has announced.",10,1
"In the first three months of this year, at least 859 road accidents were recorded, resulting in 486 deaths, 779 serious and 459 minor injuries.",17,1
"Thanks to a steady decrease in Covid-19 cases, Prime Minister Hun Sen has permitted the return of Khmer New Year celebrations in mid-April, though he urges the public to continue practising all preventive measures that have so far succeeded in slowing the spread of the virus.",9,0
"Prime Minister Hun Sen once again spoke on weighty matters of war and peace, reiterating that development and democracy would not be possible without peace.",15,2
[Post Focus] Krama NFT Marketplace launch at Train Square ‘historic‘ for Kingdom,8,0
"Prime Minister Hun Sen on March 31 sent out a message of unity and support to Cambodian Muslims ahead of the holy month of Ramadan, which begins on April 2 in the Kingdom, according to a statement.",8,0
"ACLEDA Bank Plc and the state-owned Agricultural and Rural Development Bank of Cambodia (ARDB) have agreed to jointly implement a credit scheme to support agricultural sector companies, as well as provide loans to Pailin longan, mango and cashew nut production chain players, in fulfilment of the government’s SME Co-Financing Scheme (SCFS).",10,0
"Cambodia has produced a total of 2,275kg of dore bars with 90 per cent gold solution, from its sole gold mining operation in the northeastern province of Mondulkiri since the first gold pour in June, Prime Minister Hun Sen said in a statement on March 31.",32,1
[Sponsored] Orkide Development partners with FTB to offer loans with low interest rates,16,2
"Standard-grade petrol prices inch down to 5,250 riel, diesel holds steady",4,1
Officials deplore US embassy’s visa denial,12,0
"Despite not having a family history of military service, and gender-based challenges, Chea Maysaros’ personal responsibility and courage has led to her becoming one of the most widely recognised women peacekeepers in the world.",32,1
"Cement production in the Kingdom reached 1,524,248 tonnes in the first two months of this year, up by 2.08 per cent from the 1,493,212 tonnes logged in January-February 2021, according to the Cambodia Cement Manufacturing Association (CCMA).",16,2
The Cambodian SEA Games Organising Committee (CAMSOC) have confirmed that the country will set the stage for “spectacular” scenes when it takes on the SEA Games flag from this year’s host Vietnam on May 23.,4,0
Vietnamese car manufacturer VinFast on March 29 announced that it will build a $2 billion electric vehicle (EV) factory in the US state of North Carolina amid its push to enter the competitive global market for EVs.,7,3
The Cambodian National Futsal team announced their intention to challenge for the title at the upcoming AFF Futsal Championship 2022. The tournament will hosted by Thailand from April 2-10.,4,1
Expanding nature reserves to cover at least 30 per cent of the planet by 2030 is the flagship proposal of high-stakes talks to rescue Earth’s animals and plants from human destruction.,5,0
The Ministry of Public Works and Transport has announced plans to implement an online-only electronic data exchange system in Cambodia’s ports in August to facilitate a more efficient management of ship transport and transfer activity.,11,1
"The Cambodian Bokator Federation on March 29 sent national martial artists Moeun Bunly and Deb Nget to participate in the “International Center of Martial Arts for Youth Development and Engagement (ICM) under the auspices of UNESCO” in Chunju, South Korea.",15,0
[Advertorial] Price of crude oil drops into lethargic mood,9,0
"A senior Ministry of Information official urged journalists to take advantage of the information age by continuing to study and improve their skills. In depth, up-to-date knowledge is required to provide comprehensive information to the public, he said.",3,0
"The finance minister is encouraging Korean investors to pursue opportunities in Cambodia offered by five key sectors – green infrastructure, agriculture, tourism, logistics and digital development – with a focus on the precise provisions of a bilateral free trade agreement (FTA) between the two countries that is set to take effect soon.",6,0
The finance and agriculture ministries have jointly announced that they are close to submitting the Agricultural Development Policy 2021-2030 to the plenary session of the Council of Ministers for review and approval.,4,0
"A spokesman for the Phnom Penh Municipal Administration expressed regret that former and current employees of the NagaWorld integrate resort continued to hold public demonstrations, while little progress appeared to have been made at the Ministry of Labour and Vocational Training brokered talks between the sides.",9,1
"Another 3.5 million doses of Sinovac Covid-19 vaccines donated by China touched down at Phnom Penh International Airport on March 30, just a day after the first shipment of 1.5 million doses arrived.",12,0
The tourism ministry has called on business owners and service providers not to raise prices during the upcoming Khmer New Year holidays to allow tourists to enjoy the traditional holiday after two years of postponements brought upon by the Covid-19 outbreak in Cambodia.,8,0
"In the first quarter of 2022, police forces from the Ministry of Interior’s Anti-Drug Department detained 3,710 suspects for 1,694 drug offences. Although this indicated a drop of more than 20 per cent compared to the same period of 2021, the amount of drugs seized increased by almost 20 times.",6,0
"The Khmer Writers’ Association, the Scholar Library and publishing house Business Record will hold the first Cambodian Book Day at the Morodok Techo National Stadium from April 6-10.",5,0
Kingdom’s largest copper statue erected in coastal Preah Sihanouk,159,23
"Chinese telecoms giant Huawei on March 28 reported record profit for 2021, defying US sanctions as executive Meng Wanzhou made her first public appearance since returning to China from Canadian custody.",11,0
"Although the Cambodian equestrian team brought home just a single bronze at the 2017 SEA games in Malaysia, president of the Cambodian Equestrian Federation Tep Mona is confident that the team will use their home advantage to improve their tally at the 32nd games.",11,4
"The General Department of Taxation (GDT) has issued a reminder for foreign companies supplying digital goods, services or any e-commerce activity in Cambodia to fulfil the obligation for Simplified VAT Registration before the April 1 deadline or stand to face fines.",20,2
The Phnom Penh Municipal Administration denied claims that police and authorities had used violence against protesting employees of the NagaWorld integrated resort and engaged in sexual harassment of female demonstrators.,11,1
"The Sambor Prei Kuk National Authority (SPKNA) is to begin the process of renovating and repairing Prison Temple – or Asram Moha Russei – next month, following the signing of a March 25 memorandum of understanding with India.",34,1
Prime Minister Hun Sen has called on Chinese tech giant Huawei to continue to cooperate with the Ministry of Post and Telecommunications on training the local workforce and help Cambodia procure the latest technology to ensure cyber security and competition.,15,2
"Cambodia Chamber of Commerce (CCC) president Kith Meng encouraged the 88 member states and governments of the International Organisation of La Francophonie (OIF) to consider investing in the Kingdom in the areas of agro-industry, sustainable energy and technology.",13,1
"The government has agreed in principle to the recruitment of nearly 46,000 contract officials to serve in various ministries and institutions, while not allowing the recruitment of new civil servants into the state employment framework to replace any retirees, with a few notable exceptions.",5,0
"The Ministry of Labour and Vocational Training has extended the deadline for foreigners engaged in any kind of occupation in Cambodia to apply for or renew a work permit or employment card to May, with no fines to be applied until the revised due date.",7,0
"China, ASEAN need chopstick and broom spirit to fight climate crisis",3,0
"Myanmar's ruling State Administration Council (SAC) said it will “annihilate” groups fighting to overturn its rule, SAC chairman Senior General Min Aung Hlaing said on Sunday as the military staged a show of force on the 77th anniversary of Armed Forces Day.",8,1
"The ACLEDA Institute of Business (AIB) has teamed up with the IELTS Cambodia Official Test Centre at IDP Education to administer the English proficiency exam at the institute, as part of its ambition to gain widespread international recognition.",7,2
"A takeover deal of debt-laden SsangYong Motor appears to have fallen into a quagmire again as its buyer, local electric bus manufacturer Edison Motors, failed to pay the bill.",17,2
"Domestic tourism has been on a rather negative trajectory this month as Omicron fears linger, even as Covid-19 response efforts ease into an endemic approach. But observers have high hopes that the Khmer New Year holidays next month will breathe new life into the beleaguered industry.",17,0
"Prime Minister Hun Sen expressed his concerns about the ability of the coronavirus to mutate into new strains other than Omicron, and urged the relevant institutions to monitor its mutation.",6,0
"UN president coordinator in Cambodia Pauline Tamesis praised the achievements of the demining sector during her four-year mission, which saw the UN support the organisation of the national conference on mine action and participate in the preparation and construction of the National Strategic Plan for Mine Action 2018-2025.",3,0
"Minister of Labour and Vocational Training Ith Samheng has told the visiting International Labour Organisation (ILO) delegation that Cambodia respects the rights and freedoms accorded to trade union members, and that no workers have been arrested or harassed for legally exercising them.",11,1
"Hun Many, head of the Union of Youth Federations of Cambodia (UYFC), urged youths to be more confident representing the nation. He expressed his discontent with some members of the public demonstrating strength when dealing with their fellow citizens, or the government, but “bowing” to foreigners.",17,0
"Prime Minister Hun Sen has reiterated his opposition to Russia’s “invasion” of Ukraine, claiming that the aggression was “unacceptable” and that Cambodia cannot be neutral on this issue.",48,2
UK ceramist fired up over Elizabeth II’s 70th jubilee,9,0
‘Dangerous’ vacation? Tourists trickle to Iraq,5,0
"In Opinion:
With countries opening up, tech firms will be more attractive to investors",3,0
How Ukraine row rocked global economy,8,0
"North Korea likely has “more in store” after successfully test-firing its largest-ever intercontinental ballistic missile, a top US official said on Friday, as Washington called for tougher international sanctions at the UN Security Council.",13,1
"A Vietnamese man who tried to row 2,000km from Thailand to India to see his wife was in custody on March 24 after being rescued off the Thai coast, a senior navy official told AFP.",47,8
[Sponsored] Uy Kuyteav Toul Pongro opens for business,5,2
TIFFY Army FC could not break the confidence and forward movement of Preah Khan Reach Svay Rieng as the stronger team took 3 points and maintained their perfect record of winning all 4 games of the season.,5,0
"‘Mondulkiri wild honey” has been officially inaugurated with geographical indication (GI) status that ministers and officials hope will accordingly increase its value, thereby creating local jobs and improving livelihoods.",25,4
Municipal and provincial health departments across the country have received AstraZeneca and Pfizer Covid-19 vaccines intended to be used for people’s third and fourth doses – as the nationwide vaccination rate hit 92.55 per cent of the population.,17,0
"Civil servants and armed force personnel are set to receive a 50,000 riel allowance for both the Khmer New Year and Pchum Ben Festival period this year, with a government spokesperson calling it a “morale booster”.",6,0
"The new investment law has been praised by investors and businesses alike because of its robust incentives, but experts say more has to be done",21,1
"Earlier this year the first-ever astrophotography exhibition in Cambodia was held at Cloud and many people came away from it with a greater appreciation for it and curious about how they too could photograph the stars and other distant celestial objects like planets, comets, galaxies, nebulae and more.",12,0
If a giant tiger or a five-headed Naga walking down the street doesn’t make you look twice then not much will. You can see those and other wondrous sights at the giant puppet parade in Banteay Srei district of Siem Reap this April.,31,1
Music and entertainment group Sony Music is cementing its long-term commitment to Singapore and Southeast Asia as it opened its flagship headquarters in the city-state on March 23.,5,0
The Ministry of Interior held a workshop on March 25 to publicise the law on combating the financing of the proliferation of weapons of mass destruction (WMD).,5,1
A senior Ministry of Interior official said condition in prison cells across the nation have improved while the management of detainees is safer and more secure.,15,0
Indian ambassador to Cambodia Devyani Khobragade has reiterated that her government is always ready to respond to the needs of the Royal Cambodian Armed Forces (RCAF).,20,1
"France, Japan pledge 10-year support to ICC-Angkor",5,0
Another 54 Omicron community cases in Cambodia,5,0
"Cambodia exported more than 48,000 tonnes of rubber to international markets in the first two months of the year, an increase of six per cent compared to the same period last year, netting more than $76 million",11,0
"The Cambodian Ministry of Education, Youth and Sport, which represents the the ASEAN Socio-Cultural Community (ASCC) this year, will organise three key virtual meetings on March 28-30.",13,0
Indonesia on March 23 officially lifted quarantine requirements for overseas travellers and allowed the resumption of traditional practises for the upcoming holy month of Ramadan after two years of tight pandemic restrictions.,5,0
"Inflation in Laos has surged higher than the projected rate for the Gross Domestic Product (GDP), sparking fears among many people regarding the impact on their living standards.",26,5
"A subsidiary of Thailand’s PTT Exploration and Production (PTTEP) has won a bid to survey for oil and gas in a new block in Malaysia’s sea, PTTEP said on March 23.",7,1
"The government is placing a higher priority on the halal market to capitalise on buoyant internal and external demand, not only from the Muslim community, but also from non-Muslims worldwide",8,0
The Securities and Exchange Regulator of Cambodia (SERC) is set to work with the Federation of Associations for Small and Medium Enterprises of Cambodia (FASMEC) to raise awareness of the securities market and its mechanics.,0,1
The Ministry of Interior has instructed municipal and provincial authorities to support the National Election Committee (NEC) in the distribution of information cards to voters over the next month.,3,0
"President of the National Commercial Arbitration Centre of Cambodia (NCAC) Bun Youdy sat down with The Post to reflect on his tenure as NCAC President and the centre’s achievements, as well as discuss why arbitration might be an attractive legal avenue for some.",25,9
The Ministry of Public Works and Transport has signed contracts with CC1 and CIENCO6 road construction contractors to upgrade a stretch of National Road 5 running from Thlea Ma’am in Pursat province’s Krakor district to Banteay Meanchey province’s Sisophon and Poipet towns through Battambang province.,33,1
"The government has agreed in principle to a 1,400MW hydropower dam in Stung Treng province to be built jointly by local conglomerate Royal Group of Companies Ltd and China (Cambodia) Rich International Co Ltd.",19,14
"Minister of Information Khieu Kanharith said the establishment of the Gratitude Awards for journalists of five generations – from the 1970s to today – was intended to link veteran journalists with the younger generation, to encourage them to befriend one another, share experiences and develop their professionalism.",3,0
The National Commercial Arbitration Centre (NCAC) and the Singapore International Arbitration Centre (SIAC) on March 24 signed a memorandum of understanding (MoU) to promote international arbitration as a “preferred method” for resolving commercial disputes.,12,2
"Prime Minister Hun Sen reiterated that Khmer New Year, which falls in mid-April, will be fully celebrated this year, noting that he also looked forward to spending some time relaxing with his family.",29,0
The Ministry of Labour and Vocational Training has renewed its call for the NagaWorld integrated resort and its former employees to show patience and mutual understanding as it works to find a solution to their labour dispute.,6,0
"Minister of Agriculture, Forestry and Fisheries Veng Sakhon has led a meeting with police commissioners and commanders of the armed forces to establish mechanisms to crack down on fisheries crimes in the Tonle Sap Lake following an order from Prime Minister Hun Sen.",4,0
"King Norodom Sihamoni has sent a letter of condolence to Chinese President Xi Jinping following a recent plane crash, which killed all 132 people aboard.",15,0
"Phnom Penh Autonomous Port (PPAP), the local publicly-traded state-owned operator of inland port terminals in and around the capital, has forecast a container throughput of 394,679 twenty-equivalent units (TEU) this year as Covid-19 tapers off, which would be a 13.12 per cent rise over 2021, according to its head.",6,1
"Construction work on the Kampot International Tourism Port is expected to be completed by March 30, a top official from the Ministry of Public Works and Transport has announced.",48,5
‘Astro’ photo workshops teach tricks for star pics,15,1
Prime Minister Hun Sen has renewed his call for people to respect road traffic laws as there remain more deaths from road accidents than from Covid-19.,5,0
Myanmar’s ruling State Administration Council (SAC) on March 22 said it “categorically rejects” a US declaration that its armed forces committed genocide against the mostly Muslim Rohingya minority during a “military crackdown” five years ago.,9,0
A nearly 64km stretch of National Road 21 connecting the Takhmao roundabout in Kandal province’s Takhmao town to the Cambodian-Vietnamese international border checkpoint between Chrey Thom and Vietnam’s Long Binh was formally inaugurated on March 23.,13,0
The Siem Reap provincial police officer wanted for assaulting a one-year-old child in Preah Sihanouk province in a case that had gone viral on social media has been arrested.,33,3
The Siem Reap Provincial Court has placed a man in pre-trial detention on a murder charge following the death of a pedestrian who was struck twice in a hit-and-run in Siem Reap town.,14,2
The Supreme Court on March 23 heard the appeal of two Chinese nationals and three Cambodians who were each handed life sentences in 2016 in relations to a drug case involving nearly 55kg of heroin and methamphetamine.,13,0
"Prime Minister Hun Sen has requested that South Korea increase the quota for Cambodian workers in the country, where around 45,000 are currently employed.",8,0
A working group of the ad-hoc sub-commission tasked with implementing the action plan of the Asia/Pacific Group on Money Laundering (APG) released an update on the activities it has undertaken to combat money laundering and the financing of the proliferation of weapons of mass destruction.,7,0
"The Phnom Penh Municipal Court has rejected a travel request by former opposition leader Kem Sokha, who intended to attend a meeting in Germany on March 28-29 at the invitation of the Global Solutions Summit (GSS).",7,0
"Prime Minister Hun Sen has reiterated that Cambodia does not support the forceful occupation of one country by another, in comments that apparently referred to the Russian-Ukraine conflict as an “invasion”.",38,3
Authorities in Banteay Meanchey province banned all activity related to excavation on Phnom Bak in Sisophon town to preserve it as a natural heritage site.,17,1
"Preah Sihanouk provincial gendarmerie sent 35 suspects to court on March 22 after arresting them with 68 small packages of drugs. They are suspected to have trafficked, processed and used the illegal drugs in Phnom Sruoch district’s Treng Trayoeng commune in neighbouring Kampong Speu province.",9,2
"A woman from Thailand who earlier this year claimed that she was held captive by Chinese nationals in Cambodia for the purposes of collecting her blood and that they intended to harvest her organs was sentenced to six months in prison by the Thai courts on March 21, according to Thai media outlet Thaiger.",20,3
"Siem reap provincial police are searching for an officer suspected of violently assaulting a toddler, causing serious injuries, in the coastal province of Preah Sihanouk.",23,1
"Wunna Maung Lwin, the foreign minister appointed by Myanmar’s ruling State Administration Council (SAC), has told ASEAN special envoy Prak Sokhonn that the implementation of the Five-Point Consensus (5PC) must be a ‘Myanmar-owned’ and ‘Myanmar-led’ process.",5,1
"In Opinion:
Climate change is causing our global temperatures to rise, putting our most visible sources of water at risk. From Spain to parts of the African continent, droughts are being experienced at unprecedented levels.",16,1
Book honouring artist Vann Nath showcases nearly 100 iconic works,33,2
Forestry Administration officials are continuing to search for wild orchids in Siem Reap province after finding 180 species last week while working in the area of the Changkarn Roi Forest Community in Varin district.,49,3
"Cambodia and Thailand are continuing to work together on a programme to collect data on Cambodian migrant workers present in Thailand, according to a senior Ministry of Interior official.",14,1
"UN chief Antonio Guterres said on March 21 that the world is “sleepwalking to climate catastrophe”, with major economies allowing carbon pollution to increase when drastic cuts are needed.",4,0
Member countries at the latest meeting of the Asia Pacific Economic Cooperation (APEC) expressed concern that the fluctuating price of oil will worsen the inflation crisis.,18,1
"Japan has continued its support for the sustainable supply of electricity to remote rural areas of Cambodia through a new partnership with the UN Development Programme (UNDP) and the Ministry of Mines and Energy that will provide electricity to 1,300 households in seven provinces.",22,0
The Japanese Business Association of Cambodia (JBAC) has publicly raised to the General Department of Taxation (GDT) issues faced by Japanese investors concerning the calculation of income tax for foreign employees of their members’ representative offices and tax on additional benefits.,45,6
The Cambodian government has formally launched a national programme aimed at enhancing the quality and the effectiveness of services provided to the people to ensure that they benefit from inclusive and equitable economic development.,10,1
"The Ministry of Economy and Finance has officially launched the “Cambodia Garment, Footwear and Travel Goods [GTF] Sector Development Strategy 2022-2027”, with which it hopes to set common development goals, establish independence and develop the sustainability and inclusiveness of the sector.",7,0
"Oxfam Cambodia has launched a new campaign, “Along the Mekong River with Sai”, to promote the importance of the river.",8,0
"The government will formally inaugurate a community-based national drug rehabilitation centre on March 22 in Preah Sihanouk province, with the centre focusing on vocational training for addicts to provide them with a clear career path and life skills when reintegrating into society.",4,2
"Prime Minister Hun Sen advised that the Ministry of Health consider the possibility of advertising kidney transplant surgery in the country, as Cambodia has the ability to do so with successful kidney surgery having been performed here since 2010.",29,1
"[Advertorial] Training, key word recognition and in-app reporting key to maintaining age limits for TikTok users",7,2
"The Phnom Penh Municipal Administration temporarily opened the Chaom Chao interchange in the capital’s Por Sen Chey district, just east of the airport, for public use to ease traffic congestion ahead of its official inauguration set for March 31.",30,2
The Indonesian government has doubled the upper limit of palm oil export levies to dissuade companies from exporting the product amid a domestic shortage of palm oil-based cooking oil.,12,0
Reaching Cambodia’s last mile with inclusive and sustainable energy access,28,1
Preah Sihanouk police bust 295 for land grabbing,18,1
"Vietnamese rice exports have been increasing significantly in the first months of 2022, signalling a favourable year for the country’s produce.",19,2
"Police from the Ministry of Interior’s anti-drug department are investigating a serious case of smuggling after customs officers seized a car with a fake number plate, along with its driver, and discovered more than 20kg of drugs in Prey Veng province.",18,0
[Advertorial] ADA introduces WhatsApp Business Platform to transform CX for medium and large businesses in APAC,4,2
"On March 16-17, a specialised team from the Cambodian Mine Action Centre (CMAC) found and retrieved nearly 200 pieces of unexploded ordnance (UXO) from a sunken warship in the Mekong River in Prey Veng province’s Peam Chor district.",51,6
[Sponsored] Edenbridge Asia Partners Ltd,2,0
"Chinese President Xi Jinping has committed another 20 million Covid-19 vaccine doses to Cambodia, five million of which are expected to arrive late this month.",25,0
Battambang provincial criminal police have sent 16 people suspected of gambling on rainfall to the provincial court after arresting them over a three-day period in Battambang town’s O’Char and Ratanak communes.,12,1
Prime Minister Hun Sen encouraged the Cambodian and Vietnamese militaries to continue cooperation in maintaining security and safety along the two countries’ border and to seek additional means of collaboration for this purpose.,18,2
"Unbeknownst to most people who work outside of agriculture, some of people’s favourite seasonal produce often have a portion of their harvest leftover and unwanted – including bananas, pineapples, mangos, sapodilla, guava and cashew nuts.",28,0
